Arredamenti - Vendita al Dettaglio;Centrarredo;Via Fiumicino Corva XX,;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6470XX;45.88XXX 12.71XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Centro Arr.ti City di Michelin Roberto & Colonello a. S.n.c.;Viale Palmanova XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6031XX;46.02XXX 13.25XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Centro Arr.ti City di Michelin Roberto & Colonello a.- s.n.c;Viale Palmanova XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5241XX;46.04XXX 13.25XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Centro Arredamenti City S.n.c. di Michelin Roberto & Colonello Antonio;Via Duca d'Aosta XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5323XX;45.80XXX 13.52XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Centro Arredamenti City S.n.c. di Michelin Roberto & Colonello Antonio;Viale Palmanova XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6031XX;46.02XXX 13.25XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Centro Arredamenti City S.n.c. di Michelin Roberto & Colonello Antonio;Via Brigata Casale XX,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5323XX;45.94XXX 13.61XXX;info@federweb.com;
Mobili Rustici - Vendita al Dettaglio;Chalet;Via Valcanale XX, Camporosso in Valcanale;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;348-29443XX;46.50XXX 13.53XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Chalet;Villaggio Camporosso Due XX, Camporosso in Valcanale;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;348-29443XX;46.51XXX 13.53XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Chateau d'ax;Via Nazionale XXX,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6602XX;46.1XXX 13.22XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Chiapolino Ennio;Via Risorgimento X,;33020;SUTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7780XX;46.50XXX 12.98XXX;info@federweb.com;
Mobili per Ufficio        Arredamento Uffici;Cignini Arredamenti;Via Urbignacco, XX,;33030;BUJA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9642XX;46.22XXX 13.13XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Cividale Arredamenti;Via Udine, XX,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7322XX;46.09XXX 13.41XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Cividale Arredamenti;Via Udine XX,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7322XX;46.09XXX 13.41XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Cividale Arredamenti Snc;Via Udine XX,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7322XX;46.09XXX 13.41XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Cizeta S.r.l.;Via Grava Lunga X,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7586XX;45.93XXX 13.38XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Cizeta S.r.l.;Via Pesenalat X,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7587XX;45.96XXX 13.39XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Cluster Arredo e Sistema Casa Srl;Via Antica XX,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7555XX;45.97XXX 13.4XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Co.s.ma;Via Comunale del Rovere XX,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7566XX;45.95XXX 13.40XXX;info@federweb.com;
Mobili per Ufficio        Arredamenti - Vendita al Dettaglio;Codutti S.p.a.;Nucleo Bonavilla XX, Passons;33037;PASIAN DI PRATO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5414XX;46.07XXX 13.19XXX;info@federweb.com;
Elettrodomestici - Vendita al Dettaglio;Conforama Italia S.p.a.;Via Enrico Mattei XX,;33050;BAGNARIA ARSA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9246XX;45.88XXX 13.31XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Copetti Bruno;Via dai Faliscjis X,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9804XX;46.27XXX 13.12XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Covazzi Cesare Mario;Via Cecchin X,;33045;NIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7904XX;46.20XXX 13.27XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Cumini Casa;Via San Daniele, X,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9711XX;46.26XXX 13.10XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;D. Motta Sas;Via del Lavatoio X,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3626XX;45.65XXX 13.77XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Daneluzzo Pier Giorgio;Via Settimo XX,;33079;SESTO AL REGHENA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6991XX;45.84XXX 12.79XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;De Leo Ivan;Via Battini XX/B,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9583XX;45.93XXX 12.75XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;De Simon Arredamenti;Via dei Boschi X,;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6710XX;46.02XXX 13.28XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;De Simon Arredamenti;Via Rivoli XX,;33010;OSOPPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9861XX;46.23XXX 13.07XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;De Simon Arredamenti;Via dei Boschi X,;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9861XX;46.02XXX 13.28XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;De Zotti Gianni & c. S.n.c.;Via Pontebbana XX,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8511XX;46.16XXX 13.21XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Deas S.r.l.;Via Gradisca XX,;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6281XX;45.86XXX 12.62XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Del Fabbro Primo di Del Fabbro Gabriele & c. S.n.c.;Via Xxxi Luglio XX,;33020;FORNI AVOLTRI ;(UD) ;    FRIULI VENEZIA GIULIA;0433-720XX;46.58XXX 12.77XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Del Negro Fratelli di Mauro & c. (S.n.c.) Vendita Mobili;Via Ragogna XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9552XX;46.16XXX 13.00XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Del Negro Fratelli di Mauro & c. (S.n.c.) Vendita Mobili;Via Ragogna XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9552XX;46.16XXX 13.00XXX;info@federweb.com;
Mobili per Ufficio        Arredamenti - Vendita al Dettaglio;Delca Arredamenti;Via Castellarin, X,;33050;RONCHIS ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5670XX;45.81XXX 13.01XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Delfabro;Via Nazionale XX,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8511XX;46.16XXX 13.21XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Di Luch Arredamenti Sas di di Luch m.;Via Roma XXX,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8531XX;46.15XXX 13.21XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Di Luch Srl;Via Alnicco X,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6601XX;46.11XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini        Mobili - Vendita al Dettaglio;Dielle S.r.l.;Via Giovanni Cosattini XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2296XX;46.06XXX 13.23XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Dierrebi di Bottos Sebastiano  c. s.a.s.;Via Oberdan Guglielmo XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-297XX;45.9XXX 12.65XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Dipo;Via Nino Bixio X, Cusano;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0432-17715XX;45.95XXX 12.76XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Discount Mobili di Lucon Dario;Via Capitello XX/A,;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6258XX;45.84XXX 12.61XXX;info@federweb.com;
Cucine, Forni e Fornelli Uso Domestico        Elettrodomestici - Vendita al Dettaglio;Domotech;Abitato Androna Campo Marzio, X,;34100;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-32201XX;45.64XXX 13.78XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Dorgnach Isidoro;Frazione Ponte San Quirino X,;33049;SAN PIETRO AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7271XX;46.11XXX 13.47XXX;info@federweb.com;
Sedie e Tavoli - Produzione, Ingrosso        Sedie e Tavoli - Vendita al Dettaglio;Drigani Galliano di Arno & Lucio Drigani (S.n.c.);Via John Kennedy XX, Zugliano;33050;POZZUOLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5607XX;46.0XXX 13.21XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Effedue Srl;Via Celio Nanino XXX/XX,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8811XX;46.14XXX 13.22XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Elio Arredamenti S.r.l.;Frazione Prosecco XXX,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2252XX;45.64XXX 13.78XXX;info@federweb.com;
Elettrodomestici da Incasso        Arredamenti - Vendita al Dettaglio;Elio Mobili;Localita' Prosecco, XXX,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2511XX;45.71XXX 13.72XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Emporio Roiatti;Via XX Ottobre, X,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9060XX;45.96XXX 12.985XXX;info@federweb.com;
Poltrone e Divani - Vendita al Dettaglio;Ennetre Divani e Tende;Via San Giovanni, XX,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7540XX;45.99XXX 13.39XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Eredi di Chiapolino Reneo S.n.c.;Viale San Giorgio XX,;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6512XX;46.07XXX 12.5XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Ernesto Piani S.r.l.;Via Monfalcone XX,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-321XX;45.80XXX 13.35XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Euromobili S.r.l.;Via Cesare Battisti X,;34075;SAN CANZIAN D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7698XX;45.80XXX 13.44XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Evi Arredamenti;Via Gorizia, XX,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;393-91109XX;45.91XXX 13.35XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Evi Arredamenti;Via Gorizia XX,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7544XX;45.91XXX 13.35XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Ew Group Spa;Via Cividale XX,;33040;MOIMACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7337XX;46.09XXX 13.39XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;F.a.m. Mobili;Via Trieste, X,;33050;CASTIONS DI STRADA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7680XX;45.90XXX 13.21XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;F.a.m.a. Due S.r.l.;Via Vittorio Veneto XX,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7501XX;46.01XXX 13.39XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;F.g. Mulloni S.n.c.;Via Soravilla X,;33040;MOIMACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7226XX;46.09XXX 13.38XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;F.lli Cattaneo Mauro & Giovanni S.n.c.;Via Sotto Rive X,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7564XX;45.97XXX 13.41XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Fa my Home di Fabbro Roberta;Via Lessi XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;393-96210XX;46.25XXX 13.11XXX;info@federweb.com;
Mobili - Produzione, Ingrosso        Mobili - Vendita al Dettaglio;Factory Interni;Via Friuli XXX,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6117XX;45.87XXX 12.56XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Fagem S.r.l.;Via Udine XX,;34072;GRADISCA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9613XX;45.88XXX 13.48XXX;info@federweb.com;
Mobili - Produzione, Ingrosso        Poltrone e Divani - Vendita al Dettaglio;Faggiani;Viale del Lavoro, XX,;33050;PAVIA DI UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6038XX;45.9XXX 13.2XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Falegnameria Artigiana d'Odorico;Via Sant'Antonio, XX,;33050;MORTEGLIANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7670XX;45.95XXX 13.226XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Fedele Chairs;Via Papa Giovanni XXIII, XX,;33040;CORNO DI ROSAZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7524XX;45.99XXX 13.4XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Finder Service;Via Daniele Cernazai X, Ipplis;33040;PREMARIACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7162XX;46.04XXX 13.41XXX;info@federweb.com;
Mobili - Vendita al Dettaglio        Arredamenti - Vendita al Dettaglio;Florit;Via San Francesco D'Assisi, XX,;34133;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6358XX;45.65XXX 13.77XXX;info@federweb.com;
Arredamenti - Produzione, Ingrosso        Arredamenti - Vendita al Dettaglio;Friul Holz Srl;Via Alessandro Manzoni XXX,;34070;MARIANO DEL FRIULI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6308XX;45.9XXX 13.46XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Furlan Federico;Via Pionieri dell'Aria X,;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;335-53725XX;46.00XXX 12.62XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Gabel Outlet - Biancheria Per la Casa;Strada Provinciale X,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-19613XX;45.87XXX 13.36XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Giesse Factory s.a.s. di Segatto Giuseppe;Viale Venezia XX,;33074;FONTANAFREDDA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5656XX;45.97XXX 12.5XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Giovanni Mauro di g. Mauro;Via della Dogana X,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7580XX;45.93XXX 13.39XXX;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Giovanni Mauro Since 1946;Via della Dogana X, Medeuzza;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;349-23929XX;45.93XXX 13.39XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Gortan S.r.l.;Via dell' Industria X,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9671XX;45.87XXX 13.34XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Grd Srl;Via Cristoforo Colombo X,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7330XX;45.9XXX 12.49XXX;info@federweb.com;
Elettrodomestici da Incasso        Elettrodomestici - Vendita al Dettaglio;Grema Centro Inox - Elettrodomestici da Incasso;Via Emilia, XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5658XX;46.09XXX 13.26XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Gruppo Sme S.r.l.;Via Musile XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2237XX;45.95XXX 12.XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Guatto Arredamenti di Guatto Luigi & c. S.n.c.;Via Stradalta XX,;33032;BERTIOLO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9170XX;45.94XXX 13.06XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Haus de di Tellan Gianluca;Via Dante Alighieri XX/O,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6083XX;45.90XXX 12.53XXX;info@federweb.com;
Mobili - Produzione, Ingrosso;Horm & Orizzonti S.r.l.;Via Panegai XX,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5906XX;45.93XXX 12.60XXX;info@federweb.com;
Mobili - Produzione, Ingrosso;Horm Italia S.r.l.;Via Panegai XX,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5906XX;45.93XXX 12.60XXX;info@federweb.com;
Mobili - Produzione, Ingrosso;Horm Italia Srl;Via Carpene' XX,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-197XX;45.91XXX 12.5XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;I.m. di Mirai Diego & c. Sas;Strada st. XX del Friuli XX,;33047;REMANZACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6670XX;46.07XXX 13.30XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Idea' Snc di Manila Morsolin e Serena Storni;Piazza Dante Alighieri XX/B,;34079;STARANZANO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4852XX;45.8XXX 13.50XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Ideare di Bazeu Roberta;Via Milano XX/b,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34758XX;45.65XXX 13.77XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Ikea;Localita' Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;XX;45.8XXX 13.43XXX;info@federweb.com;
Biancheria Intima ed Abbigliamento Intimo - Vendita al Dettaglio;il Giardino Incantato di Raffo Annamaria Fiori Intimo Calze;Viale Friuli X,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6374XX;45.95XXX 13.47XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;il Marito in Affitto di Udine - Falischia Roberto;Via Michelangelo Buonarroti X/X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-0128XX;46.08XXX 13.43XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;il Materasso;Via dei Conti X/A,;33050;TRIVIGNANO UDINESE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9329XX;45.95XXX 13.32XXX;info@federweb.com;
Arredamento Negozi e Supermercati        Mobili - Vendita al Dettaglio;Indaf Sas;Via Liguria, XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5659XX;46.09XXX 13.25XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Industria Italiana Arredi Srl;Via Brava XX,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7434XX;45.95XXX 13.40XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Interni by Visintin;Viale Giuseppe Verdi Angolo Largo dell'Anconetta,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7910XX;45.80XXX 13.52XXX;info@federweb.com;
Mobili Metallici        Mobili - Vendita al Dettaglio;Iride International S.r.l.;Via San Giuseppe X, Tiezzo;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6332XX;45.89XXX 12.68XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Jardin Privé Home Interior;Via del Canale Piccolo X,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;347-75796XX;45.65XXX 13.76XXX;info@federweb.com;
Mobili Letto        Arredamenti - Vendita al Dettaglio;Jysk c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6414XX;46.0XXX 13.27XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Khajuraho di Bernardini Maura;Via Claut X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-945XX;45.99XXX 12.62XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Khajuraho di Bernardini Maura;Via Brentella XX,;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9494XX;46.00XXX 12.62XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Krainer Salotti;Via Flavia XX,;34148;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8266XX;45.61XXX 13.81XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;L' Ambiente;Via Oberdan Guglielmo XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5203XX;45.96XXX 12.65XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;L'Ambiente S.r.l.;Via Polonio Ugo X,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6396XX;45.65XXX 13.7XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;L'Ambiente S.r.l. Archimede Arredamenti;Via Tacco Giandomenico X,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3695XX;45.64XXX 13.7XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;l'Arredamento S.r.l.;Via Puia XXX,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6204XX;45.88XXX 12.57XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;L'Arredatutto;Via della Chiesa X,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;336-7316XX;45.86XXX 12.57XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;L'Arredatutto Sas;Via della Chiesa, X,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6266XX;45.86XXX 12.57XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;L'Euromobili di Vezzi Sandra;Via Gladegne XX,;33020;CERCIVENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7784XX;46.52XXX 12.98XXX;info@federweb.com;
Bomboniere ed Accessori        Arredamenti - Vendita al Dettaglio;L'Utile e il Dilettevole;Via Giuseppe Garibaldi, XX/XX,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-721XX;45.95XXX 12.49XXX;info@federweb.com;
Mobilieri e Falegnami - Forniture        Arredamenti - Vendita al Dettaglio;L.e.m. di Baradel Renzo & c. S.n.c.;Via Orsera X, Maron;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6276XX;45.92XXX 12.57XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;La Bottega Del Mobile ... Dal 1948 Per Esaudire i Vostri Desideri;V. Pordenone XXX,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-719XX;46.14XXX 12.7XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;La Casa Nella Prateria di Gaiotto Malcom;Viale Martelli Franco XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-19711XX;45.95XXX 12.66XXX;info@federweb.com;
Arredamenti - Produzione, Ingrosso        Arredamenti - Vendita al Dettaglio;La Romana S.n.c.;Via Chiopris XX,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7580XX;45.93XXX 13.39XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;La Selettiva Del Mobile Sas di Tomat Alessandro & c.;Via Aquileia XX,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-326XX;45.81XXX 13.33XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;La Stile di Marangoni Luigi e Figli Sas;Via Nazionale XX,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6605XX;46.13XXX 13.22XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;La.co. S.r.l. Unipersonale;Via dell'Artigiano XX,;33047;REMANZACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6860XX;46.06XXX 13.33XXX;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Larredopiu' by Arredogemona;Via Taboga, XXX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9713XX;46.27XXX 13.10XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Lazzarini;Via Tolmezzo XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-719XX;45.69XXX 13.1XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Lazzarini;Via Latisana XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-716XX;45.69XXX 13.14XXX;info@federweb.com;
Mobili - Vendita al Dettaglio;Lazzarini;Via Lignano Sud XX,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-531XX;45.69XXX 13.06XXX;info@federweb.com;
