Centri Commerciali, Supermercati e Grandi Magazzini;Zuiki c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0432-461XX;45.8XXX 13.43XXX;info@federweb.com;
Pescherie        Centri Commerciali, Supermercati e Grandi Magazzini;Pescheria Lorenzo;Via del Coroneo XX/X,;34133;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34817XX;45.65XXX 13.7XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Perlier Kelemata c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-0647XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Perini Bianca;Via Severo Fabio XX/a,;34127;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-521XX;45.65XXX 13.78XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Perdormire c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-19880XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Perdormire c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-98280XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Penny Market;Corso Italia X/A,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;XX;45.9XXX 12.6XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Penny Market;Via Sclavons X,;33084;CORDENONS ;(PN) ;    FRIULI VENEZIA GIULIA;XX;45.98XXX 12.69XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Penny Market;Corso Italia X,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;XX;45.9XXX 12.6XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pellicano c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6365XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pelletteria g & m c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4109XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Partigross Srl;Via Stiria XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5205XX;46.03XXX 13.24XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Partigross S.r.l.;Via Stiria XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5205XX;46.03XXX 13.24XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Paron Elisa & c. S.n.c.;Via Roma X,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-505XX;45.78XXX 12.99XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Parfois c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17157XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Paragon-Crocs c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8363XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Parafarmacia Interspar;Strada Statale Pontebbana Km XXX,;33010;CASSACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8556XX;46.17XXX 13.20XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Parafarmacia Emisfero c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4119XX;45.81XXX 13.5XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Parafarmacia +Medical c/o Friuli;Via Nazionale XXX,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6892XX;46.1XXX 13.2XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Parafarmacia +Medical c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5441XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Panorama;Viale Palmanova XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6270XX;46.05XXX 13.24XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pandora c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-19880XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pandora c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5418XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pam Panorama S.p.a.;Viale Venezia XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5376XX;46.05XXX 13.21XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pam Panorama S.p.a.;Via Melegnano XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6270XX;46.05XXX 13.2XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pam;Via Cesare Battisti XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-98524XX;45.65XXX 13.78XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pam;Via Camillo Benso Conte di Cavour XX,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-402XX;46.11XXX 12.8XXX;info@federweb.com;
Alimentari - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Palmarket Sas;Via Plaino, XX, Zampis;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6601XX;46.11XXX 13.18XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Palmarket di Ventoruzzo Nicoletta & c. Sas;Via Mau' XX,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6787XX;46.0XXX 13.14XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8378XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pagnucco Luca;Via della Chiesa XX,;33030;DIGNANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9530XX;46.12XXX 12.95XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Pagnucco Luca;Piazza Monumento XX/C,;33030;COSEANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8620XX;46.08XXX 12.98XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;P.m. Supermercati di Paolini Marco;Via Battisti Cesare X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5087XX;46.06XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Oysho c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4111XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ovs c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9181XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ovs c/o Terminal Nord;Via Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4780XX;46.09XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ovs c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6700XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ovs c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-24771XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ovs c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-18828XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ovs c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4023XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ovs c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-441XX;45.81XXX 13.5XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Outly c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9973XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ottica Solare c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3647XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ottica Shop c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7462XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Orofino c/o Terminal Nord;Via Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4817XX;46.09XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Orofino c/o il Giulia;Via Giulia XX,;34126;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-543XX;45.65XXX 13.79XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Orofino c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4019XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Orofino c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4112XX;45.81XXX 13.5XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Original Marines c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9181XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Original Marines c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2326XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Original Marines c/o Meduna;Via Musile X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5203XX;45.95XXX 12.69XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Original Marines c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8672XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Openland Tactical S.r.l.s. a Socio Unico;Via Barcis X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5512XX;45.99XXX 12.64XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Omai c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6623XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Oltre c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9182XX;45.8XXX 13.43XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Oltre;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5419XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Okaidi Obaibi c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-4577XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Officina Dello Sport c/o Terminal Nord;Via Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4780XX;46.09XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Oasi Naturale c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5425XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;O Bag c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-913XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;O Bag c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16981XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nyx c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-0161XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nuvolari c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16981XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nuova Cooptrieste S.r.l.;Viale Campi Elisi XX,;34143;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3024XX;45.63XXX 13.76XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nuova Cooptrieste S.r.l.;Via Flavia X,;34148;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8122XX;45.62XXX 13.79XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nuna Lie c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7663XX;45.63XXX 13.77XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Nuna Lie c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6717XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nuna Lie c/o le Manifatture;Via Luigi Burgi XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9713XX;46.27XXX 13.1XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nuna Lie;Località Maranuz,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-912XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nucleo c/o Friuli;Via Nazionale XXX,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6309XX;46.11XXX 13.22XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nova Srl;Viale Venti Settembre XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3706XX;45.65XXX 13.78XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nova Srl;Viale Leonardo da Vinci X,;33058;SAN GIORGIO DI NOGARO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-6224XX;45.83XXX 13.21XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nova S.r.l.;Viale Venti Settembre XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3706XX;45.65XXX 13.78XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Nkd Italia Srl;Via Foramitti X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7311XX;46.09XXX 13.4XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ni-Hao c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16981XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;New Yorker c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9180XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nero Giardini c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-37288XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nero Giardini c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5430XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Negozio Wind c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5431XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Navigare c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5400XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nau! c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0424-2195XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Naturasi';Viale Papa Giovanni Paolo ii X, Cussignacco;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4851XX;46.03XXX 13.2XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Naturasi';Via Ungaresca XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5424XX;45.97XXX 12.64XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Natur House c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-0906XX;45.8XXX 13.43XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Nara Camicie;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4019XX;46.08XXX 13.17XXX;info@federweb.com;
Camicie        Centri Commerciali, Supermercati e Grandi Magazzini;Nara Camicie;Via Nazionale XXX,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5741XX;46.1XXX 13.2XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Nana' c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8363XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Naima c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8363XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Naima c/o Cervignano;Via della Ferrovia Vecchia Km X,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-3710XX;45.81XXX 13.35XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Naima c/o Borc di Cividat;Viale Foramitti X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7318XX;46.09XXX 13.4XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Mysun c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4037XX;46.08XXX 13.17XXX;info@federweb.com;
Istituti di Bellezza        Centri Commerciali, Supermercati e Grandi Magazzini;My Sun c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5602XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Musical Box c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4020XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Mumble Mumble c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8672XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Muggia Service Srl;Via del Carpineto X,;34146;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3803XX;45.62XXX 13.79XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Muggia Service Srl;Via del Carpineto X,;34146;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3803XX;45.62XXX 13.79XXX;info@federweb.com;
Abbigliamento Donna        Centri Commerciali, Supermercati e Grandi Magazzini;Motivi c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2321XX;45.59XXX 13.80XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Motivi;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4103XX;46.08XXX 13.17XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Motivi;Via Musile,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-282XX;45.95XXX 12.69XXX;info@federweb.com;
Abbigliamento - Produzione, Ingrosso        Centri Commerciali, Supermercati e Grandi Magazzini;Motivi;Via Nazionale XX,;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6716XX;46.01XXX 13.29XXX;info@federweb.com;
Abbigliamento - Produzione, Ingrosso        Centri Commerciali, Supermercati e Grandi Magazzini;Motivi;Via Nazionale XX,;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6717XX;46.01XXX 13.29XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Morellato c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8363XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Mondadori c/o le Manifatture;Via Luigi Burgi XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9700XX;46.27XXX 13.1XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Mondadori c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4023XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Mondadori c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4135XX;45.81XXX 13.5XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Modeling c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4025XX;46.08XXX 13.17XXX;info@federweb.com;
Abbigliamento Donna        Centri Commerciali, Supermercati e Grandi Magazzini;Miroglio Fashion S.r.l.;Via Pocar g. f. X/a,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-400XX;45.81XXX 13.51XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Miriadi Gioielli c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5431XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Miriade c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8363XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Minimarket Galliussi di Anzolini Annalma;Via della Laguna XXX,;33056;PALAZZOLO DELLO STELLA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-581XX;45.78XXX 13.08XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Metà Supermercati;Via Pasquale Revoltella, XX,;34139;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-93803XX;45.64XXX 13.79XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Metro Italia Cash And Carry s.p.a Filiale di Tavagnacco;Via Alfieri X,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5763XX;46.11XXX 13.22XXX;info@federweb.com;
