Mobili per Ufficio        Arredamento Uffici;Cignini Arredamenti;Via Urbignacco, ,;33030;BUJA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9642;46.22 13.13;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Cividale Arredamenti;Via Udine, ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7322;46.09 13.41;info@federweb.com;
Mobili - Vendita al Dettaglio;Cividale Arredamenti;Via Udine ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7322;46.09 13.41;info@federweb.com;
Mobili - Vendita al Dettaglio;Cividale Arredamenti Snc;Via Udine ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7322;46.09 13.41;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Cizeta S.r.l.;Via Grava Lunga ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7586;45.93 13.38;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Cizeta S.r.l.;Via Pesenalat ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7587;45.96 13.39;info@federweb.com;
Mobili - Vendita al Dettaglio;Cluster Arredo e Sistema Casa Srl;Via Antica ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7555;45.97 13.4;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Co.s.ma;Via Comunale del Rovere ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7566;45.95 13.40;info@federweb.com;
Mobili per Ufficio        Arredamenti - Vendita al Dettaglio;Codutti S.p.a.;Nucleo Bonavilla , Passons;33037;PASIAN DI PRATO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5414;46.07 13.19;info@federweb.com;
Elettrodomestici - Vendita al Dettaglio;Conforama Italia S.p.a.;Via Enrico Mattei ,;33050;BAGNARIA ARSA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9246;45.88 13.31;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Copetti Bruno;Via dai Faliscjis ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9804;46.27 13.12;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Covazzi Cesare Mario;Via Cecchin ,;33045;NIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7904;46.20 13.27;info@federweb.com;
Mobili - Vendita al Dettaglio;Cumini Casa;Via San Daniele, ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9711;46.26 13.10;info@federweb.com;
Arredamenti - Vendita al Dettaglio;D. Motta Sas;Via del Lavatoio ,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3626;45.65 13.77;info@federweb.com;
Mobili - Vendita al Dettaglio;Daneluzzo Pier Giorgio;Via Settimo ,;33079;SESTO AL REGHENA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6991;45.84 12.79;info@federweb.com;
Mobili - Vendita al Dettaglio;De Leo Ivan;Via Battini /B,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9583;45.93 12.75;info@federweb.com;
Arredamenti - Vendita al Dettaglio;De Simon Arredamenti;Via dei Boschi ,;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6710;46.02 13.28;info@federweb.com;
Arredamenti - Vendita al Dettaglio;De Simon Arredamenti;Via Rivoli ,;33010;OSOPPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9861;46.23 13.07;info@federweb.com;
Arredamenti - Vendita al Dettaglio;De Simon Arredamenti;Via dei Boschi ,;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9861;46.02 13.28;info@federweb.com;
Mobili - Vendita al Dettaglio;De Zotti Gianni & c. S.n.c.;Via Pontebbana ,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8511;46.16 13.21;info@federweb.com;
Mobili - Vendita al Dettaglio;Deas S.r.l.;Via Gradisca ,;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6281;45.86 12.62;info@federweb.com;
Mobili - Vendita al Dettaglio;Del Fabbro Primo di Del Fabbro Gabriele & c. S.n.c.;Via xxi Luglio ,;33020;FORNI AVOLTRI ;(UD) ;    FRIULI VENEZIA GIULIA;0433-720;46.58 12.77;info@federweb.com;
Mobili - Vendita al Dettaglio;Del Negro Fratelli di Mauro & c. (S.n.c.) Vendita Mobili;Via Ragogna ,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9552;46.16 13.00;info@federweb.com;
Mobili - Vendita al Dettaglio;Del Negro Fratelli di Mauro & c. (S.n.c.) Vendita Mobili;Via Ragogna ,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9552;46.16 13.00;info@federweb.com;
Mobili per Ufficio        Arredamenti - Vendita al Dettaglio;Delca Arredamenti;Via Castellarin, ,;33050;RONCHIS ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5670;45.81 13.01;info@federweb.com;
Mobili - Vendita al Dettaglio;Delfabro;Via Nazionale ,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8511;46.16 13.21;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Di Luch Arredamenti Sas di di Luch m.;Via Roma ,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8531;46.15 13.21;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Di Luch Srl;Via Alnicco ,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6601;46.11 13.17;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini        Mobili - Vendita al Dettaglio;Dielle S.r.l.;Via Giovanni Cosattini ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2296;46.06 13.23;info@federweb.com;
Mobili - Vendita al Dettaglio;Dierrebi di Bottos Sebastiano  c. s.a.s.;Via Oberdan Guglielmo ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-297;45.9 12.65;info@federweb.com;
Mobili - Vendita al Dettaglio;Dipo;Via Nino Bixio , Cusano;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0432-17715;45.95 12.76;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Discount Mobili di Lucon Dario;Via Capitello /A,;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6258;45.84 12.61;info@federweb.com;
Cucine, Forni e Fornelli Uso Domestico        Elettrodomestici - Vendita al Dettaglio;Domotech;Abitato Androna Campo Marzio, ,;34100;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-32201;45.64 13.78;info@federweb.com;
Mobili - Vendita al Dettaglio;Dorgnach Isidoro;Frazione Ponte San Quirino ,;33049;SAN PIETRO AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7271;46.11 13.47;info@federweb.com;
Sedie e Tavoli - Produzione, Ingrosso        Sedie e Tavoli - Vendita al Dettaglio;Drigani Galliano di Arno & Lucio Drigani (S.n.c.);Via John Kennedy , Zugliano;33050;POZZUOLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5607;46.0 13.21;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Effedue Srl;Via Celio Nanino /,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8811;46.14 13.22;info@federweb.com;
Mobili - Vendita al Dettaglio;Elio Arredamenti S.r.l.;Frazione Prosecco ,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2252;45.64 13.78;info@federweb.com;
Elettrodomestici da Incasso        Arredamenti - Vendita al Dettaglio;Elio Mobili;Localita' Prosecco, ,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2511;45.71 13.72;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Emporio Roiatti;Via  Ottobre, ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9060;45.96 12.985;info@federweb.com;
Poltrone e Divani - Vendita al Dettaglio;Ennetre Divani e Tende;Via San Giovanni, ,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7540;45.99 13.39;info@federweb.com;
Mobili - Vendita al Dettaglio;Eredi di Chiapolino Reneo S.n.c.;Viale San Giorgio ,;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6512;46.07 12.5;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Ernesto Piani S.r.l.;Via Monfalcone ,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-321;45.80 13.35;info@federweb.com;
Mobili - Vendita al Dettaglio;Euromobili S.r.l.;Via Cesare Battisti ,;34075;SAN CANZIAN D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7698;45.80 13.44;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Evi Arredamenti;Via Gorizia, ,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;393-91109;45.91 13.35;info@federweb.com;
Mobili - Vendita al Dettaglio;Evi Arredamenti;Via Gorizia ,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7544;45.91 13.35;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Ew Group Spa;Via Cividale ,;33040;MOIMACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7337;46.09 13.39;info@federweb.com;
Arredamenti - Vendita al Dettaglio;F.a.m. Mobili;Via Trieste, ,;33050;CASTIONS DI STRADA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7680;45.90 13.21;info@federweb.com;
Mobili - Vendita al Dettaglio;F.a.m.a. Due S.r.l.;Via Vittorio Veneto ,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7501;46.01 13.39;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;F.g. Mulloni S.n.c.;Via Soravilla ,;33040;MOIMACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7226;46.09 13.38;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;F.lli Cattaneo Mauro & Giovanni S.n.c.;Via Sotto Rive ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7564;45.97 13.41;info@federweb.com;
Mobili - Vendita al Dettaglio;Fa my Home di Fabbro Roberta;Via Lessi ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;393-96210;46.25 13.11;info@federweb.com;
Mobili - Produzione, Ingrosso        Mobili - Vendita al Dettaglio;Factory Interni;Via Friuli ,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6117;45.87 12.56;info@federweb.com;
Mobili - Vendita al Dettaglio;Fagem S.r.l.;Via Udine ,;34072;GRADISCA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9613;45.88 13.48;info@federweb.com;
Mobili - Produzione, Ingrosso        Poltrone e Divani - Vendita al Dettaglio;Faggiani;Viale del Lavoro, ,;33050;PAVIA DI UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6038;45.9 13.2;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Falegnameria Artigiana d'Odorico;Via Sant'Antonio, ,;33050;MORTEGLIANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7670;45.95 13.226;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Fedele Chairs;Via Papa Giovanni III, ,;33040;CORNO DI ROSAZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7524;45.99 13.4;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Finder Service;Via Daniele Cernazai , Ipplis;33040;PREMARIACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7162;46.04 13.41;info@federweb.com;
Mobili - Vendita al Dettaglio        Arredamenti - Vendita al Dettaglio;Florit;Via San Francesco D'Assisi, ,;34133;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6358;45.65 13.77;info@federweb.com;
Arredamenti - Produzione, Ingrosso        Arredamenti - Vendita al Dettaglio;Friul Holz Srl;Via Alessandro Manzoni ,;34070;MARIANO DEL FRIULI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6308;45.9 13.46;info@federweb.com;
Mobili - Vendita al Dettaglio;Furlan Federico;Via Pionieri dell'Aria ,;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;335-53725;46.00 12.62;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Gabel Outlet - Biancheria Per la Casa;Strada Provinciale ,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-19613;45.87 13.36;info@federweb.com;
Mobili - Vendita al Dettaglio;Giesse Factory s.a.s. di Segatto Giuseppe;Viale Venezia ,;33074;FONTANAFREDDA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5656;45.97 12.5;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Giovanni Mauro di g. Mauro;Via della Dogana ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7580;45.93 13.39;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Giovanni Mauro Since 1946;Via della Dogana , Medeuzza;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;349-23929;45.93 13.39;info@federweb.com;
Mobili - Vendita al Dettaglio;Gortan S.r.l.;Via dell' Industria ,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9671;45.87 13.34;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Grd Srl;Via Cristoforo Colombo ,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7330;45.9 12.49;info@federweb.com;
Elettrodomestici da Incasso        Elettrodomestici - Vendita al Dettaglio;Grema Centro Inox - Elettrodomestici da Incasso;Via Emilia, ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5658;46.09 13.26;info@federweb.com;
Mobili - Vendita al Dettaglio;Gruppo Sme S.r.l.;Via Musile ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2237;45.95 12.;info@federweb.com;
Mobili - Vendita al Dettaglio;Guatto Arredamenti di Guatto Luigi & c. S.n.c.;Via Stradalta ,;33032;BERTIOLO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9170;45.94 13.06;info@federweb.com;
Mobili - Vendita al Dettaglio;Haus de di Tellan Gianluca;Via Dante Alighieri /O,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6083;45.90 12.53;info@federweb.com;
Mobili - Produzione, Ingrosso;Horm & Orizzonti S.r.l.;Via Panegai ,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5906;45.93 12.60;info@federweb.com;
Mobili - Produzione, Ingrosso;Horm Italia S.r.l.;Via Panegai ,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5906;45.93 12.60;info@federweb.com;
Mobili - Produzione, Ingrosso;Horm Italia Srl;Via Carpene' ,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-197;45.91 12.5;info@federweb.com;
Mobili - Vendita al Dettaglio;I.m. di Mirai Diego & c. Sas;Strada st.  del Friuli ,;33047;REMANZACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6670;46.07 13.30;info@federweb.com;
Mobili - Vendita al Dettaglio;Idea' Snc di Manila Morsolin e Serena Storni;Piazza Dante Alighieri /B,;34079;STARANZANO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4852;45.8 13.50;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Ideare di Bazeu Roberta;Via Milano /b,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34758;45.65 13.77;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Ikea;Localita' Maranuz ,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;;45.8 13.43;info@federweb.com;
Biancheria Intima ed Abbigliamento Intimo - Vendita al Dettaglio;il Giardino Incantato di Raffo Annamaria Fiori Intimo Calze;Viale Friuli ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6374;45.95 13.47;info@federweb.com;
Arredamenti - Vendita al Dettaglio;il Marito in Affitto di Udine - Falischia Roberto;Via Michelangelo Buonarroti /,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-0128;46.08 13.43;info@federweb.com;
Arredamenti - Vendita al Dettaglio;il Materasso;Via dei Conti /A,;33050;TRIVIGNANO UDINESE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9329;45.95 13.32;info@federweb.com;
Arredamento Negozi e Supermercati        Mobili - Vendita al Dettaglio;Indaf Sas;Via Liguria, ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5659;46.09 13.25;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Industria Italiana Arredi Srl;Via Brava ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7434;45.95 13.40;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Interni by Visintin;Viale Giuseppe Verdi Angolo Largo dell'Anconetta,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7910;45.80 13.52;info@federweb.com;
Mobili Metallici        Mobili - Vendita al Dettaglio;Iride International S.r.l.;Via San Giuseppe , Tiezzo;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6332;45.89 12.68;info@federweb.com;
Mobili - Vendita al Dettaglio;Jardin Privé Home Interior;Via del Canale Piccolo ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;347-75796;45.65 13.76;info@federweb.com;
Mobili Letto        Arredamenti - Vendita al Dettaglio;Jysk c/o Pradamano Shopping Center;Via Nazionale , Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6414;46.0 13.27;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Khajuraho di Bernardini Maura;Via Claut ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-945;45.99 12.62;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Khajuraho di Bernardini Maura;Via Brentella ,;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9494;46.00 12.62;info@federweb.com;
Mobili - Vendita al Dettaglio;Krainer Salotti;Via Flavia ,;34148;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8266;45.61 13.81;info@federweb.com;
Arredamenti - Vendita al Dettaglio;L' Ambiente;Via Oberdan Guglielmo ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5203;45.96 12.65;info@federweb.com;
Mobili - Vendita al Dettaglio;L'Ambiente S.r.l.;Via Polonio Ugo ,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6396;45.65 13.7;info@federweb.com;
Arredamenti - Vendita al Dettaglio;L'Ambiente S.r.l. Archimede Arredamenti;Via Tacco Giandomenico ,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3695;45.64 13.7;info@federweb.com;
Mobili - Vendita al Dettaglio;l'Arredamento S.r.l.;Via Puia ,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6204;45.88 12.57;info@federweb.com;
Arredamenti - Vendita al Dettaglio;L'Arredatutto;Via della Chiesa ,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;336-7316;45.86 12.57;info@federweb.com;
Arredamenti - Vendita al Dettaglio;L'Arredatutto Sas;Via della Chiesa, ,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6266;45.86 12.57;info@federweb.com;
Mobili - Vendita al Dettaglio;L'Euromobili di Vezzi Sandra;Via Gladegne ,;33020;CERCIVENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7784;46.52 12.98;info@federweb.com;
Bomboniere ed Accessori        Arredamenti - Vendita al Dettaglio;L'Utile e il Dilettevole;Via Giuseppe Garibaldi, /,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-721;45.95 12.49;info@federweb.com;
Mobilieri e Falegnami - Forniture        Arredamenti - Vendita al Dettaglio;L.e.m. di Baradel Renzo & c. S.n.c.;Via Orsera , Maron;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6276;45.92 12.57;info@federweb.com;
Mobili - Vendita al Dettaglio;La Bottega Del Mobile ... Dal 1948 Per Esaudire i Vostri Desideri;V. Pordenone ,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-719;46.14 12.7;info@federweb.com;
Mobili - Vendita al Dettaglio;La Casa Nella Prateria di Gaiotto Malcom;Viale Martelli Franco ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-19711;45.95 12.66;info@federweb.com;
Arredamenti - Produzione, Ingrosso        Arredamenti - Vendita al Dettaglio;La Romana S.n.c.;Via Chiopris ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7580;45.93 13.39;info@federweb.com;
Mobili - Vendita al Dettaglio;La Selettiva Del Mobile Sas di Tomat Alessandro & c.;Via Aquileia ,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-326;45.81 13.33;info@federweb.com;
Mobili - Vendita al Dettaglio;La Stile di Marangoni Luigi e Figli Sas;Via Nazionale ,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6605;46.13 13.22;info@federweb.com;
Mobili - Vendita al Dettaglio;La.co. S.r.l. Unipersonale;Via dell'Artigiano ,;33047;REMANZACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6860;46.06 13.33;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Larredopiu' by Arredogemona;Via Taboga, ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9713;46.27 13.10;info@federweb.com;
Mobili - Vendita al Dettaglio;Lazzarini;Via Tolmezzo ,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-719;45.69 13.1;info@federweb.com;
Mobili - Vendita al Dettaglio;Lazzarini;Via Latisana ,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-716;45.69 13.14;info@federweb.com;
Mobili - Vendita al Dettaglio;Lazzarini;Via Lignano Sud ,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-531;45.69 13.06;info@federweb.com;
Sedie e Tavoli - Produzione, Ingrosso;Limm di Bettucci Mara Bettucci Ilaria & c. s.a.s;Via Remis ,;33050;SAN VITO AL TORRE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9978;45.92 13.37;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Linea de Simon S.r.l.;Via Rivoli ,;33010;OSOPPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6711;46.23 13.07;info@federweb.com;
Mobili - Vendita al Dettaglio;Linea Italiana S.r.l.;Via Ungaresca ,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6136;45.91 12.54;info@federweb.com;
Mobili - Vendita al Dettaglio;lo Stokista;Ss Km .,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6717;45.99 13.39;info@federweb.com;
Mobili - Vendita al Dettaglio;Logica d'Arredo s.a.s.;Via de Gasperi Alcide ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-2267;45.94 13.62;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Lumidarte Due;Via Marina ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-8762;45.67 13.38;info@federweb.com;
Mobili - Vendita al Dettaglio;Lupus in Fabula Srl;Via Battisti Cesare ,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-4168;45.65 13.77;info@federweb.com;
Mobili Artistici in Stile - Vendita al Dettaglio;M.c.f. Cassis Faraone S.r.l.;;;;0431-9707;45.80 13.40;info@federweb.com;
Mobili - Vendita al Dettaglio;Maisons du Monde Italie Srl;Viale Tricesimo ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4788;46.07 13.23;info@federweb.com;
Mobili - Vendita al Dettaglio;Mansutti Massimo & Roberto;Frazione Pers,;33030;MAJANO ;(UD) ;    FRIULI VENEZIA GIULIA;349-36045;46.17 13.08;info@federweb.com;
Poltrone e Divani - Vendita al Dettaglio;Marco Tosolini Tappezzeria;Via San Giorgio, ,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8525;46.1 13.22;info@federweb.com;
Elettrodomestici - Vendita al Dettaglio;Marcolin Arredamenti;Via Villafranca ,;33083;CHIONS ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6351;45.89 12.77;info@federweb.com;
Elettrodomestici - Vendita al Dettaglio;Marcolin Arredamenti S.r.l.;Via Villafranca , Taiedo;33083;CHIONS ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6352;45.89 12.77;info@federweb.com;
Elettrodomestici - Vendita al Dettaglio;Marcolin Arredamenti S.r.l.;Via Villafranca , Taiedo;33083;CHIONS ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6358;45.89 12.77;info@federweb.com;
Mobili - Produzione, Ingrosso;Marine Interiors Spa;Piazzale Cosulich Augusto ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4805;45.8 13.53;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Mario Colavetta Arredamenti;Rv. Sebastiano Scaramuzza ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-840;45.67 13.38;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Mario Colavetta Arredamenti;Piazza Carpaccio ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-840;45.67 13.38;info@federweb.com;
Mobili - Vendita al Dettaglio;Mauro Gianpaolo;Via Maggiore , Gradisca;33039;SEDEGLIANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9160;46.00 12.96;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Maxedi;Via Armando Diaz,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-18404;45.98 13.36;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Mazzolini Arredamenti Srl;Via Carnia Libera ,;33025;OVARO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-672;46.48 12.86;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Md Work;Via Dell' Artigianato, , San Cassiano di Livenza;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-18340;45.86 12.54;info@federweb.com;
